fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,density,alcohol,type_white
0.2651530767577729,-0.19551304277345874,0.7873821360963185,-0.5678038997854952,1.0819797994078306,1.6055490838058004,-1.4420134810373038,1.0
-0.12319364748588228,1.7669418277548117,-1.9461844696042914,0.5951543774688801,-1.125267047927639,0.03350772727478929,0.855292761978483,0.0
1.9109518258614213,1.0233669003293617,-0.5790145676180372,1.6002242774928197,-0.955264519924875,1.1251520427017856,-0.29814814246959276,0.0
1.0253070331453495,0.06127202805058135,0.6355951607792036,0.45892645697872164,-1.734758477933843,0.22390386064916457,0.7149042690263878,0.0
0.7875479512369292,-0.19551304277345874,0.7114896935452072,0.45892645697872164,0.18025352242126688,0.6464630561950937,-0.6072418118483608,1.0
2.0003701820693878,0.29309510240140874,0.5596985228097618,0.8039837664687941,-2.144128234991007,-0.00046300284653580067,0.855292761978483,0.0
-0.022782546884777426,-1.9935926186611013,0.40789887022121396,-0.4333569916625862,0.451696971783726,0.3770977108435101,0.33125270440891086,1.0
0.17131433948081617,-0.4806309023406954,-0.2753079511595511,0.31381605411327984,1.3450401773642044,1.3308270543254037,-1.4420134810373038,1.0
0.2651530767577729,0.5683287241186827,-0.8068194344872232,1.2851594881602353,-1.6188414800909992,0.47591571579871444,-0.828480077397626,0.0
-0.5492218381341203,-0.6883613210754134,0.10427361853050751,-0.4333569916625862,-0.17509181873589888,0.7659754398519963,0.07595104637863981,1.0
0.07536068789452971,1.0726943584306057,-0.5790145676180372,-0.3045374100542011,-1.2151555904572806,0.3055853946894756,-0.6072418118483608,1.0
1.4607417926094666,1.0726943584306057,1.31857192365034,1.4259174039439235,-0.7201690772657586,1.1936755026687123,-0.5012892554130294,0.0
-0.8970177695272703,0.40057024723680795,0.2560906114637616,-0.18109951064309193,0.18025352242126688,-2.1833926847040366,2.0330020737832837,1.0
1.1760923797240528,-0.7980043972043257,-0.2753079511595511,-1.5079676821644452,1.3450401773642044,1.1251520427017856,0.9889254111252896,1.0
0.7050085338810425,-0.2872228171661303,2.001388407013212,-0.8546214405411355,0.8505039626099232,1.0224322074985153,-1.576228125510157,1.0
1.249306928378162,-0.6883613210754134,0.6355951607792036,-0.8546214405411355,-0.23814546766458292,0.1354718709837776,0.1633174481330523,1.0
0.4467676483155817,-1.279374924654288,0.40789887022121396,0.05055853320813214,-0.4352357397541393,0.25793176441218524,0.1633174481330523,1.0
2.0003701820693878,-0.4806309023406954,2.1531045804484115,0.36320973308761434,0.451696971783726,1.0224322074985153,-0.29814814246959276,1.0
-0.662289616868785,-0.6883613210754134,0.5596985228097618,-1.1672002334752474,-0.30246594436229957,-1.1839979510101282,1.1162269635596878,1.0
2.0003701820693878,0.5683287241186827,1.0909312966120501,1.8468636774011506,-1.734758477933843,0.6601162253098303,1.1162269635596878,0.0
-0.3311520027671153,-0.021393304241750767,1.3944481595905758,-0.24216066049929236,0.5551233049582173,0.9197907552600155,-1.576228125510157,1.0
-0.43887598811931766,-0.582626545186481,-0.2753079511595511,-1.5079676821644452,0.605847344926532,-0.9751126327572065,0.855292761978483,1.0
-0.022782546884777426,-0.021393304241750767,0.028361805695687005,-1.007544308866519,0.007158735327991091,-0.7794043401278105,1.1162269635596878,1.0
-0.022782546884777426,0.920058432352767,-0.5790145676180372,0.36320973308761434,1.870649097224612,0.8445701458542261,-0.828480077397626,1.0
1.0253070331453495,0.14116760989936936,0.7873821360963185,1.731040829005522,-2.144128234991007,0.12187214809332524,1.4092819421090665,0.0
-0.662289616868785,1.0726943584306057,0.6355951607792036,0.9920941440673934,-1.5099307313433092,0.544108597211559,0.2483916235400322,0.0
-0.662289616868785,-0.9117340703920446,-0.1234685370013333,-0.3045374100542011,0.8026983651961414,0.06748711510522994,0.2483916235400322,1.0
-0.022782546884777426,1.492960130490138,-2.0981453137701274,1.8736910511252711,-1.125267047927639,0.7010840758584534,-0.9440101712811935,0.0
-1.0189059059683083,-1.6912192494459837,-0.19938710135718135,-0.18109951064309193,0.605847344926532,0.0029336806191932467,0.2483916235400322,1.0
-0.43887598811931766,-1.279374924654288,-0.2753079511595511,-0.3045374100542011,-0.646206153272614,-0.5766425014430123,0.4119764462475137,1.0
-0.2259547336965566,-0.1069468327870453,-1.1865432356330805,-0.7081354956702476,2.2060598373752724,-0.8469226788067888,-0.29814814246959276,1.0
